id_estavel;iri_slug;iri_individuo;classe_principal;rotulo_pt;issued_by;registered_by;holder;nationality;birth_place;birth_municipality_name;birth_ibge_code;birth_uf;foreign_birth_municipality_name;program;registration;signature;validation_code;transcript;academic_documentation;issue_date;status;version;identifier
diplomaLote120;diplomaLote120;rec:diplomaLote120;DiplomaDigital;Diploma 122;rec:iesEmissoraLote10;rec:iesRegistradoraLote08;rec:diplomadoLote120;Brasileira;rec:localNaturalidadeBr2704302;Maceió;2704302;AL;;rec:cursoLote120;rec:registroLote120;rec:assinaturaLote120;rec:codigoValidacaoLote120;rec:historicoLote120;rec:documentacaoAcademicaLote120;2027-02-06;vocab:Anulado;1.05;urn:fake:diploma:122
diplomaLote121;diplomaLote121;rec:diplomaLote121;DiplomaDigital;Diploma 123;rec:iesEmissoraLote01;rec:iesRegistradoraLote01;rec:diplomadoLote121;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote121;rec:registroLote121;rec:assinaturaLote121;rec:codigoValidacaoLote121;rec:historicoLote121;rec:documentacaoAcademicaLote121;2027-02-09;vocab:Ativo;1.05;urn:fake:diploma:123
diplomaLote122;diplomaLote122;rec:diplomaLote122;DiplomaDigital;Diploma 124;rec:iesEmissoraLote02;rec:iesRegistradoraLote02;rec:diplomadoLote122;Brasileira;rec:localNaturalidadeBr2800308;Aracaju;2800308;SE;;rec:cursoLote122;rec:registroLote122;rec:assinaturaLote122;rec:codigoValidacaoLote122;rec:historicoLote122;rec:documentacaoAcademicaLote122;2027-02-12;vocab:Ativo;1.05;urn:fake:diploma:124
diplomaLote123;diplomaLote123;rec:diplomaLote123;DiplomaDigital;Diploma 125;rec:iesEmissoraLote03;rec:iesRegistradoraLote03;rec:diplomadoLote123;Brasileira;rec:localNaturalidadeBr1501402;Belém;1501402;PA;;rec:cursoLote123;rec:registroLote123;rec:assinaturaLote123;rec:codigoValidacaoLote123;rec:historicoLote123;rec:documentacaoAcademicaLote123;2027-02-15;vocab:Ativo;1.05;urn:fake:diploma:125
diplomaLote124;diplomaLote124;rec:diplomaLote124;DiplomaDigital;Diploma 126;rec:iesEmissoraLote04;rec:iesRegistradoraLote04;rec:diplomadoLote124;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote124;rec:registroLote124;rec:assinaturaLote124;rec:codigoValidacaoLote124;rec:historicoLote124;rec:documentacaoAcademicaLote124;2027-02-18;vocab:Revogado;1.05;urn:fake:diploma:126
diplomaLote125;diplomaLote125;rec:diplomaLote125;DiplomaDigital;Diploma 127;rec:iesEmissoraLote05;rec:iesRegistradoraLote05;rec:diplomadoLote125;Brasileira;rec:localNaturalidadeBr2304400;Fortaleza;2304400;CE;;rec:cursoLote125;rec:registroLote125;rec:assinaturaLote125;rec:codigoValidacaoLote125;rec:historicoLote125;rec:documentacaoAcademicaLote125;2027-02-21;vocab:Anulado;1.05;urn:fake:diploma:127
diplomaLote126;diplomaLote126;rec:diplomaLote126;DiplomaDigital;Diploma 128;rec:iesEmissoraLote06;rec:iesRegistradoraLote06;rec:diplomadoLote126;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote126;rec:registroLote126;rec:assinaturaLote126;rec:codigoValidacaoLote126;rec:historicoLote126;rec:documentacaoAcademicaLote126;2027-02-24;vocab:Ativo;1.05;urn:fake:diploma:128
diplomaLote127;diplomaLote127;rec:diplomaLote127;DiplomaDigital;Diploma 129;rec:iesEmissoraLote07;rec:iesRegistradoraLote07;rec:diplomadoLote127;Brasileira;rec:localNaturalidadeBr4314902;Porto Alegre;4314902;RS;;rec:cursoLote127;rec:registroLote127;rec:assinaturaLote127;rec:codigoValidacaoLote127;rec:historicoLote127;rec:documentacaoAcademicaLote127;2027-02-27;vocab:Ativo;1.05;urn:fake:diploma:129
diplomaLote128;diplomaLote128;rec:diplomaLote128;DiplomaDigital;Diploma 130;rec:iesEmissoraLote08;rec:iesRegistradoraLote08;rec:diplomadoLote128;Brasileira;rec:localNaturalidadeBr2611606;Recife;2611606;PE;;rec:cursoLote128;rec:registroLote128;rec:assinaturaLote128;rec:codigoValidacaoLote128;rec:historicoLote128;rec:documentacaoAcademicaLote128;2027-03-02;vocab:Ativo;1.05;urn:fake:diploma:130
diplomaLote129;diplomaLote129;rec:diplomaLote129;DiplomaDigital;Diploma 131;rec:iesEmissoraLote09;rec:iesRegistradoraLote01;rec:diplomadoLote129;Brasileira;rec:localNaturalidadeBr5103403;Cuiabá;5103403;MT;;rec:cursoLote129;rec:registroLote129;rec:assinaturaLote129;rec:codigoValidacaoLote129;rec:historicoLote129;rec:documentacaoAcademicaLote129;2027-03-05;vocab:Revogado;1.05;urn:fake:diploma:131
diplomaLote130;diplomaLote130;rec:diplomaLote130;DiplomaDigital;Diploma 132;rec:iesEmissoraLote10;rec:iesRegistradoraLote02;rec:diplomadoLote130;Brasileira;rec:localNaturalidadeBr5208707;Goiânia;5208707;GO;;rec:cursoLote130;rec:registroLote130;rec:assinaturaLote130;rec:codigoValidacaoLote130;rec:historicoLote130;rec:documentacaoAcademicaLote130;2027-03-08;vocab:Anulado;1.05;urn:fake:diploma:132
diplomaLote131;diplomaLote131;rec:diplomaLote131;DiplomaDigital;Diploma 133;rec:iesEmissoraLote01;rec:iesRegistradoraLote03;rec:diplomadoLote131;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote131;rec:registroLote131;rec:assinaturaLote131;rec:codigoValidacaoLote131;rec:historicoLote131;rec:documentacaoAcademicaLote131;2027-03-11;vocab:Ativo;1.05;urn:fake:diploma:133
diplomaLote132;diplomaLote132;rec:diplomaLote132;DiplomaDigital;Diploma 134;rec:iesEmissoraLote02;rec:iesRegistradoraLote04;rec:diplomadoLote132;Brasileira;rec:localNaturalidadeBr4205407;Florianópolis;4205407;SC;;rec:cursoLote132;rec:registroLote132;rec:assinaturaLote132;rec:codigoValidacaoLote132;rec:historicoLote132;rec:documentacaoAcademicaLote132;2027-03-14;vocab:Ativo;1.05;urn:fake:diploma:134
diplomaLote133;diplomaLote133;rec:diplomaLote133;DiplomaDigital;Diploma 135;rec:iesEmissoraLote03;rec:iesRegistradoraLote05;rec:diplomadoLote133;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote133;rec:registroLote133;rec:assinaturaLote133;rec:codigoValidacaoLote133;rec:historicoLote133;rec:documentacaoAcademicaLote133;2027-03-17;vocab:Ativo;1.05;urn:fake:diploma:135
diplomaLote134;diplomaLote134;rec:diplomaLote134;DiplomaDigital;Diploma 136;rec:iesEmissoraLote04;rec:iesRegistradoraLote06;rec:diplomadoLote134;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote134;rec:registroLote134;rec:assinaturaLote134;rec:codigoValidacaoLote134;rec:historicoLote134;rec:documentacaoAcademicaLote134;2027-03-20;vocab:Revogado;1.05;urn:fake:diploma:136
diplomaLote135;diplomaLote135;rec:diplomaLote135;DiplomaDigital;Diploma 137;rec:iesEmissoraLote05;rec:iesRegistradoraLote07;rec:diplomadoLote135;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote135;rec:registroLote135;rec:assinaturaLote135;rec:codigoValidacaoLote135;rec:historicoLote135;rec:documentacaoAcademicaLote135;2027-03-23;vocab:Anulado;1.05;urn:fake:diploma:137
diplomaLote136;diplomaLote136;rec:diplomaLote136;DiplomaDigital;Diploma 138;rec:iesEmissoraLote06;rec:iesRegistradoraLote08;rec:diplomadoLote136;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote136;rec:registroLote136;rec:assinaturaLote136;rec:codigoValidacaoLote136;rec:historicoLote136;rec:documentacaoAcademicaLote136;2027-03-26;vocab:Ativo;1.05;urn:fake:diploma:138
diplomaLote137;diplomaLote137;rec:diplomaLote137;DiplomaDigital;Diploma 139;rec:iesEmissoraLote07;rec:iesRegistradoraLote01;rec:diplomadoLote137;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote137;rec:registroLote137;rec:assinaturaLote137;rec:codigoValidacaoLote137;rec:historicoLote137;rec:documentacaoAcademicaLote137;2027-03-29;vocab:Ativo;1.05;urn:fake:diploma:139
diplomaLote138;diplomaLote138;rec:diplomaLote138;DiplomaDigital;Diploma 140;rec:iesEmissoraLote08;rec:iesRegistradoraLote02;rec:diplomadoLote138;Brasileira;rec:localNaturalidadeBr2611606;Recife;2611606;PE;;rec:cursoLote138;rec:registroLote138;rec:assinaturaLote138;rec:codigoValidacaoLote138;rec:historicoLote138;rec:documentacaoAcademicaLote138;2027-04-01;vocab:Ativo;1.05;urn:fake:diploma:140
diplomaLote139;diplomaLote139;rec:diplomaLote139;DiplomaDigital;Diploma 141;rec:iesEmissoraLote09;rec:iesRegistradoraLote03;rec:diplomadoLote139;Brasileira;rec:localNaturalidadeBr2111300;São Luís;2111300;MA;;rec:cursoLote139;rec:registroLote139;rec:assinaturaLote139;rec:codigoValidacaoLote139;rec:historicoLote139;rec:documentacaoAcademicaLote139;2027-04-04;vocab:Revogado;1.05;urn:fake:diploma:141
diplomaLote140;diplomaLote140;rec:diplomaLote140;DiplomaDigital;Diploma 142;rec:iesEmissoraLote10;rec:iesRegistradoraLote04;rec:diplomadoLote140;Brasileira;rec:localNaturalidadeBr2211001;Teresina;2211001;PI;;rec:cursoLote140;rec:registroLote140;rec:assinaturaLote140;rec:codigoValidacaoLote140;rec:historicoLote140;rec:documentacaoAcademicaLote140;2027-04-07;vocab:Anulado;1.05;urn:fake:diploma:142
diplomaLote141;diplomaLote141;rec:diplomaLote141;DiplomaDigital;Diploma 143;rec:iesEmissoraLote01;rec:iesRegistradoraLote05;rec:diplomadoLote141;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote141;rec:registroLote141;rec:assinaturaLote141;rec:codigoValidacaoLote141;rec:historicoLote141;rec:documentacaoAcademicaLote141;2027-04-10;vocab:Ativo;1.05;urn:fake:diploma:143
diplomaLote142;diplomaLote142;rec:diplomaLote142;DiplomaDigital;Diploma 144;rec:iesEmissoraLote02;rec:iesRegistradoraLote06;rec:diplomadoLote142;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote142;rec:registroLote142;rec:assinaturaLote142;rec:codigoValidacaoLote142;rec:historicoLote142;rec:documentacaoAcademicaLote142;2027-04-13;vocab:Ativo;1.05;urn:fake:diploma:144
diplomaLote143;diplomaLote143;rec:diplomaLote143;DiplomaDigital;Diploma 145;rec:iesEmissoraLote03;rec:iesRegistradoraLote07;rec:diplomadoLote143;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote143;rec:registroLote143;rec:assinaturaLote143;rec:codigoValidacaoLote143;rec:historicoLote143;rec:documentacaoAcademicaLote143;2027-04-16;vocab:Ativo;1.05;urn:fake:diploma:145
diplomaLote144;diplomaLote144;rec:diplomaLote144;DiplomaDigital;Diploma 146;rec:iesEmissoraLote04;rec:iesRegistradoraLote08;rec:diplomadoLote144;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote144;rec:registroLote144;rec:assinaturaLote144;rec:codigoValidacaoLote144;rec:historicoLote144;rec:documentacaoAcademicaLote144;2027-04-19;vocab:Revogado;1.05;urn:fake:diploma:146
diplomaLote145;diplomaLote145;rec:diplomaLote145;DiplomaDigital;Diploma 147;rec:iesEmissoraLote05;rec:iesRegistradoraLote01;rec:diplomadoLote145;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote145;rec:registroLote145;rec:assinaturaLote145;rec:codigoValidacaoLote145;rec:historicoLote145;rec:documentacaoAcademicaLote145;2027-04-22;vocab:Anulado;1.05;urn:fake:diploma:147
diplomaLote146;diplomaLote146;rec:diplomaLote146;DiplomaDigital;Diploma 148;rec:iesEmissoraLote06;rec:iesRegistradoraLote02;rec:diplomadoLote146;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote146;rec:registroLote146;rec:assinaturaLote146;rec:codigoValidacaoLote146;rec:historicoLote146;rec:documentacaoAcademicaLote146;2027-04-25;vocab:Ativo;1.05;urn:fake:diploma:148
diplomaLote147;diplomaLote147;rec:diplomaLote147;DiplomaDigital;Diploma 149;rec:iesEmissoraLote07;rec:iesRegistradoraLote03;rec:diplomadoLote147;Portuguesa;rec:localNaturalidadeEstrangeiraLisboa;;;;Lisboa;rec:cursoLote147;rec:registroLote147;rec:assinaturaLote147;rec:codigoValidacaoLote147;rec:historicoLote147;rec:documentacaoAcademicaLote147;2027-04-28;vocab:Ativo;1.05;urn:fake:diploma:149
diplomaLote148;diplomaLote148;rec:diplomaLote148;DiplomaDigital;Diploma 150;rec:iesEmissoraLote08;rec:iesRegistradoraLote04;rec:diplomadoLote148;Brasileira;rec:localNaturalidadeBr4106902;Curitiba;4106902;PR;;rec:cursoLote148;rec:registroLote148;rec:assinaturaLote148;rec:codigoValidacaoLote148;rec:historicoLote148;rec:documentacaoAcademicaLote148;2027-05-01;vocab:Ativo;1.05;urn:fake:diploma:150
diplomaLote149;diplomaLote149;rec:diplomaLote149;DiplomaDigital;Diploma 151;rec:iesEmissoraLote09;rec:iesRegistradoraLote05;rec:diplomadoLote149;Brasileira;rec:localNaturalidadeBr2800308;Aracaju;2800308;SE;;rec:cursoLote149;rec:registroLote149;rec:assinaturaLote149;rec:codigoValidacaoLote149;rec:historicoLote149;rec:documentacaoAcademicaLote149;2027-05-04;vocab:Revogado;1.05;urn:fake:diploma:151
diplomaLote150;diplomaLote150;rec:diplomaLote150;DiplomaDigital;Diploma 152;rec:iesEmissoraLote10;rec:iesRegistradoraLote06;rec:diplomadoLote150;Brasileira;rec:localNaturalidadeBr4106902;Curitiba;4106902;PR;;rec:cursoLote150;rec:registroLote150;rec:assinaturaLote150;rec:codigoValidacaoLote150;rec:historicoLote150;rec:documentacaoAcademicaLote150;2027-05-07;vocab:Anulado;1.05;urn:fake:diploma:152
diplomaLote151;diplomaLote151;rec:diplomaLote151;DiplomaDigital;Diploma 153;rec:iesEmissoraLote01;rec:iesRegistradoraLote07;rec:diplomadoLote151;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote151;rec:registroLote151;rec:assinaturaLote151;rec:codigoValidacaoLote151;rec:historicoLote151;rec:documentacaoAcademicaLote151;2027-05-10;vocab:Ativo;1.05;urn:fake:diploma:153
diplomaLote152;diplomaLote152;rec:diplomaLote152;DiplomaDigital;Diploma 154;rec:iesEmissoraLote02;rec:iesRegistradoraLote08;rec:diplomadoLote152;Brasileira;rec:localNaturalidadeBr2304400;Fortaleza;2304400;CE;;rec:cursoLote152;rec:registroLote152;rec:assinaturaLote152;rec:codigoValidacaoLote152;rec:historicoLote152;rec:documentacaoAcademicaLote152;2027-05-13;vocab:Ativo;1.05;urn:fake:diploma:154
diplomaLote153;diplomaLote153;rec:diplomaLote153;DiplomaDigital;Diploma 155;rec:iesEmissoraLote03;rec:iesRegistradoraLote01;rec:diplomadoLote153;Brasileira;rec:localNaturalidadeBr5002704;Campo Grande;5002704;MS;;rec:cursoLote153;rec:registroLote153;rec:assinaturaLote153;rec:codigoValidacaoLote153;rec:historicoLote153;rec:documentacaoAcademicaLote153;2027-05-16;vocab:Ativo;1.05;urn:fake:diploma:155
diplomaLote154;diplomaLote154;rec:diplomaLote154;DiplomaDigital;Diploma 156;rec:iesEmissoraLote04;rec:iesRegistradoraLote02;rec:diplomadoLote154;Brasileira;rec:localNaturalidadeBr1302603;Manaus;1302603;AM;;rec:cursoLote154;rec:registroLote154;rec:assinaturaLote154;rec:codigoValidacaoLote154;rec:historicoLote154;rec:documentacaoAcademicaLote154;2027-05-19;vocab:Revogado;1.05;urn:fake:diploma:156
diplomaLote155;diplomaLote155;rec:diplomaLote155;DiplomaDigital;Diploma 157;rec:iesEmissoraLote05;rec:iesRegistradoraLote03;rec:diplomadoLote155;Brasileira;rec:localNaturalidadeBr4314902;Porto Alegre;4314902;RS;;rec:cursoLote155;rec:registroLote155;rec:assinaturaLote155;rec:codigoValidacaoLote155;rec:historicoLote155;rec:documentacaoAcademicaLote155;2027-05-22;vocab:Anulado;1.05;urn:fake:diploma:157
diplomaLote156;diplomaLote156;rec:diplomaLote156;DiplomaDigital;Diploma 158;rec:iesEmissoraLote06;rec:iesRegistradoraLote04;rec:diplomadoLote156;Brasileira;rec:localNaturalidadeBr1200401;Rio Branco;1200401;AC;;rec:cursoLote156;rec:registroLote156;rec:assinaturaLote156;rec:codigoValidacaoLote156;rec:historicoLote156;rec:documentacaoAcademicaLote156;2027-05-25;vocab:Ativo;1.05;urn:fake:diploma:158
diplomaLote157;diplomaLote157;rec:diplomaLote157;DiplomaDigital;Diploma 159;rec:iesEmissoraLote07;rec:iesRegistradoraLote05;rec:diplomadoLote157;Brasileira;rec:localNaturalidadeBr2408102;Natal;2408102;RN;;rec:cursoLote157;rec:registroLote157;rec:assinaturaLote157;rec:codigoValidacaoLote157;rec:historicoLote157;rec:documentacaoAcademicaLote157;2027-05-28;vocab:Ativo;1.05;urn:fake:diploma:159
diplomaLote158;diplomaLote158;rec:diplomaLote158;DiplomaDigital;Diploma 160;rec:iesEmissoraLote08;rec:iesRegistradoraLote06;rec:diplomadoLote158;Brasileira;rec:localNaturalidadeBr4106902;Curitiba;4106902;PR;;rec:cursoLote158;rec:registroLote158;rec:assinaturaLote158;rec:codigoValidacaoLote158;rec:historicoLote158;rec:documentacaoAcademicaLote158;2027-05-31;vocab:Ativo;1.05;urn:fake:diploma:160
diplomaLote159;diplomaLote159;rec:diplomaLote159;DiplomaDigital;Diploma 161;rec:iesEmissoraLote09;rec:iesRegistradoraLote07;rec:diplomadoLote159;Brasileira;rec:localNaturalidadeBr4106902;Curitiba;4106902;PR;;rec:cursoLote159;rec:registroLote159;rec:assinaturaLote159;rec:codigoValidacaoLote159;rec:historicoLote159;rec:documentacaoAcademicaLote159;2027-06-03;vocab:Revogado;1.05;urn:fake:diploma:161
diplomaLote160;diplomaLote160;rec:diplomaLote160;DiplomaDigital;Diploma 162;rec:iesEmissoraLote10;rec:iesRegistradoraLote08;rec:diplomadoLote160;Brasileira;rec:localNaturalidadeBr3204807;São José do Calçado;3204807;ES;;rec:cursoLote160;rec:registroLote160;rec:assinaturaLote160;rec:codigoValidacaoLote160;rec:historicoLote160;rec:documentacaoAcademicaLote160;2027-06-06;vocab:Anulado;1.05;urn:fake:diploma:162
diplomaLote161;diplomaLote161;rec:diplomaLote161;DiplomaDigital;Diploma 163;rec:iesEmissoraLote01;rec:iesRegistradoraLote01;rec:diplomadoLote161;Brasileira;rec:localNaturalidadeBr1400100;Boa Vista;1400100;RR;;rec:cursoLote161;rec:registroLote161;rec:assinaturaLote161;rec:codigoValidacaoLote161;rec:historicoLote161;rec:documentacaoAcademicaLote161;2027-06-09;vocab:Ativo;1.05;urn:fake:diploma:163
diplomaLote162;diplomaLote162;rec:diplomaLote162;DiplomaDigital;Diploma 164;rec:iesEmissoraLote02;rec:iesRegistradoraLote02;rec:diplomadoLote162;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote162;rec:registroLote162;rec:assinaturaLote162;rec:codigoValidacaoLote162;rec:historicoLote162;rec:documentacaoAcademicaLote162;2027-06-12;vocab:Ativo;1.05;urn:fake:diploma:164
diplomaLote163;diplomaLote163;rec:diplomaLote163;DiplomaDigital;Diploma 165;rec:iesEmissoraLote03;rec:iesRegistradoraLote03;rec:diplomadoLote163;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote163;rec:registroLote163;rec:assinaturaLote163;rec:codigoValidacaoLote163;rec:historicoLote163;rec:documentacaoAcademicaLote163;2027-06-15;vocab:Ativo;1.05;urn:fake:diploma:165
diplomaLote164;diplomaLote164;rec:diplomaLote164;DiplomaDigital;Diploma 166;rec:iesEmissoraLote04;rec:iesRegistradoraLote04;rec:diplomadoLote164;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote164;rec:registroLote164;rec:assinaturaLote164;rec:codigoValidacaoLote164;rec:historicoLote164;rec:documentacaoAcademicaLote164;2027-06-18;vocab:Revogado;1.05;urn:fake:diploma:166
diplomaLote165;diplomaLote165;rec:diplomaLote165;DiplomaDigital;Diploma 167;rec:iesEmissoraLote05;rec:iesRegistradoraLote05;rec:diplomadoLote165;Italiana;rec:localNaturalidadeEstrangeiraRoma;;;;Roma;rec:cursoLote165;rec:registroLote165;rec:assinaturaLote165;rec:codigoValidacaoLote165;rec:historicoLote165;rec:documentacaoAcademicaLote165;2027-06-21;vocab:Anulado;1.05;urn:fake:diploma:167
diplomaLote166;diplomaLote166;rec:diplomaLote166;DiplomaDigital;Diploma 168;rec:iesEmissoraLote06;rec:iesRegistradoraLote06;rec:diplomadoLote166;Brasileira;rec:localNaturalidadeBr4205407;Florianópolis;4205407;SC;;rec:cursoLote166;rec:registroLote166;rec:assinaturaLote166;rec:codigoValidacaoLote166;rec:historicoLote166;rec:documentacaoAcademicaLote166;2027-06-24;vocab:Ativo;1.05;urn:fake:diploma:168
diplomaLote167;diplomaLote167;rec:diplomaLote167;DiplomaDigital;Diploma 169;rec:iesEmissoraLote07;rec:iesRegistradoraLote07;rec:diplomadoLote167;Brasileira;rec:localNaturalidadeBr2408102;Natal;2408102;RN;;rec:cursoLote167;rec:registroLote167;rec:assinaturaLote167;rec:codigoValidacaoLote167;rec:historicoLote167;rec:documentacaoAcademicaLote167;2027-06-27;vocab:Ativo;1.05;urn:fake:diploma:169
diplomaLote168;diplomaLote168;rec:diplomaLote168;DiplomaDigital;Diploma 170;rec:iesEmissoraLote08;rec:iesRegistradoraLote08;rec:diplomadoLote168;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote168;rec:registroLote168;rec:assinaturaLote168;rec:codigoValidacaoLote168;rec:historicoLote168;rec:documentacaoAcademicaLote168;2027-06-30;vocab:Ativo;1.05;urn:fake:diploma:170
diplomaLote169;diplomaLote169;rec:diplomaLote169;DiplomaDigital;Diploma 171;rec:iesEmissoraLote09;rec:iesRegistradoraLote01;rec:diplomadoLote169;Brasileira;rec:localNaturalidadeBr1721000;Palmas;1721000;TO;;rec:cursoLote169;rec:registroLote169;rec:assinaturaLote169;rec:codigoValidacaoLote169;rec:historicoLote169;rec:documentacaoAcademicaLote169;2027-07-03;vocab:Revogado;1.05;urn:fake:diploma:171
diplomaLote170;diplomaLote170;rec:diplomaLote170;DiplomaDigital;Diploma 172;rec:iesEmissoraLote10;rec:iesRegistradoraLote02;rec:diplomadoLote170;Cabo-verdiana;rec:localNaturalidadeEstrangeiraPraia;;;;Praia;rec:cursoLote170;rec:registroLote170;rec:assinaturaLote170;rec:codigoValidacaoLote170;rec:historicoLote170;rec:documentacaoAcademicaLote170;2027-07-06;vocab:Anulado;1.05;urn:fake:diploma:172
diplomaLote171;diplomaLote171;rec:diplomaLote171;DiplomaDigital;Diploma 173;rec:iesEmissoraLote01;rec:iesRegistradoraLote03;rec:diplomadoLote171;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote171;rec:registroLote171;rec:assinaturaLote171;rec:codigoValidacaoLote171;rec:historicoLote171;rec:documentacaoAcademicaLote171;2027-07-09;vocab:Ativo;1.05;urn:fake:diploma:173
diplomaLote172;diplomaLote172;rec:diplomaLote172;DiplomaDigital;Diploma 174;rec:iesEmissoraLote02;rec:iesRegistradoraLote04;rec:diplomadoLote172;Angolana;rec:localNaturalidadeEstrangeiraLuanda;;;;Luanda;rec:cursoLote172;rec:registroLote172;rec:assinaturaLote172;rec:codigoValidacaoLote172;rec:historicoLote172;rec:documentacaoAcademicaLote172;2027-07-12;vocab:Ativo;1.05;urn:fake:diploma:174
diplomaLote173;diplomaLote173;rec:diplomaLote173;DiplomaDigital;Diploma 175;rec:iesEmissoraLote03;rec:iesRegistradoraLote05;rec:diplomadoLote173;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote173;rec:registroLote173;rec:assinaturaLote173;rec:codigoValidacaoLote173;rec:historicoLote173;rec:documentacaoAcademicaLote173;2027-07-15;vocab:Ativo;1.05;urn:fake:diploma:175
diplomaLote174;diplomaLote174;rec:diplomaLote174;DiplomaDigital;Diploma 176;rec:iesEmissoraLote04;rec:iesRegistradoraLote06;rec:diplomadoLote174;Brasileira;rec:localNaturalidadeBr5103403;Cuiabá;5103403;MT;;rec:cursoLote174;rec:registroLote174;rec:assinaturaLote174;rec:codigoValidacaoLote174;rec:historicoLote174;rec:documentacaoAcademicaLote174;2027-07-18;vocab:Revogado;1.05;urn:fake:diploma:176
diplomaLote175;diplomaLote175;rec:diplomaLote175;DiplomaDigital;Diploma 177;rec:iesEmissoraLote05;rec:iesRegistradoraLote07;rec:diplomadoLote175;Brasileira;rec:localNaturalidadeBr2611606;Recife;2611606;PE;;rec:cursoLote175;rec:registroLote175;rec:assinaturaLote175;rec:codigoValidacaoLote175;rec:historicoLote175;rec:documentacaoAcademicaLote175;2027-07-21;vocab:Anulado;1.05;urn:fake:diploma:177
diplomaLote176;diplomaLote176;rec:diplomaLote176;DiplomaDigital;Diploma 178;rec:iesEmissoraLote06;rec:iesRegistradoraLote08;rec:diplomadoLote176;Brasileira;rec:localNaturalidadeBr2304400;Fortaleza;2304400;CE;;rec:cursoLote176;rec:registroLote176;rec:assinaturaLote176;rec:codigoValidacaoLote176;rec:historicoLote176;rec:documentacaoAcademicaLote176;2027-07-24;vocab:Ativo;1.05;urn:fake:diploma:178
diplomaLote177;diplomaLote177;rec:diplomaLote177;DiplomaDigital;Diploma 179;rec:iesEmissoraLote07;rec:iesRegistradoraLote01;rec:diplomadoLote177;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote177;rec:registroLote177;rec:assinaturaLote177;rec:codigoValidacaoLote177;rec:historicoLote177;rec:documentacaoAcademicaLote177;2027-07-27;vocab:Ativo;1.05;urn:fake:diploma:179
diplomaLote178;diplomaLote178;rec:diplomaLote178;DiplomaDigital;Diploma 180;rec:iesEmissoraLote08;rec:iesRegistradoraLote02;rec:diplomadoLote178;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote178;rec:registroLote178;rec:assinaturaLote178;rec:codigoValidacaoLote178;rec:historicoLote178;rec:documentacaoAcademicaLote178;2027-07-30;vocab:Ativo;1.05;urn:fake:diploma:180
diplomaLote179;diplomaLote179;rec:diplomaLote179;DiplomaDigital;Diploma 181;rec:iesEmissoraLote09;rec:iesRegistradoraLote03;rec:diplomadoLote179;Brasileira;rec:localNaturalidadeBr1200401;Rio Branco;1200401;AC;;rec:cursoLote179;rec:registroLote179;rec:assinaturaLote179;rec:codigoValidacaoLote179;rec:historicoLote179;rec:documentacaoAcademicaLote179;2027-08-02;vocab:Revogado;1.05;urn:fake:diploma:181
diplomaLote180;diplomaLote180;rec:diplomaLote180;DiplomaDigital;Diploma 182;rec:iesEmissoraLote10;rec:iesRegistradoraLote04;rec:diplomadoLote180;Brasileira;rec:localNaturalidadeBr2704302;Maceió;2704302;AL;;rec:cursoLote180;rec:registroLote180;rec:assinaturaLote180;rec:codigoValidacaoLote180;rec:historicoLote180;rec:documentacaoAcademicaLote180;2027-08-05;vocab:Anulado;1.05;urn:fake:diploma:182
