row_type,subject,subject_kind,triple_count,rdf_types,labels,subject_iri,subject_curie,ont:fullName,rdf:type,rdfs:label,label,ont:issuanceSignerRole,ont:issuanceSignerCpf,ont:registrationSignerRole,ont:registrationSignerCpf,ont:hasSignatureRole,ont:signatureDateTime,ont:institutionallySignedBy,ont:certifiedBy,ont:hasSignatureFormat,ont:hasTimestamp,ont:timestampDateTime,ont:validationCodeValue,ont:awardsTitle,ont:hasAddress,ont:conclusionDate,ont:identifier,ont:courseName,ont:awardsDegree,ont:hasQualification,ont:codeEmec,ont:workloadHours,ont:emphasis,ont:hasModeOfDelivery,ont:hasEmecProcessingInfo,ont:otherAwardedTitle,ont:hasRegistration,ont:environment,ont:issuedBy,ont:version,ont:issueDate,ont:isAccessibleVia,ont:hasSignature,ont:hasStatus,ont:hasValidationCode,ont:hasIssuanceSigner,ont:hasAcademicDocumentation,ont:hasTranscript,ont:registeredBy,ont:hasHolder,ont:hasProgram,ont:nationality,ont:hasBirthPlace,ont:cpf,ont:hasIssuanceResponsibilitySigner,ont:federativeUnit,ont:countryName,ont:streetAddress,ont:postalCode,ont:municipality,ont:qualificationName,ont:qualificationDate,ont:cnpj,ont:institutionMecCode,ont:birthFederativeUnitCode,ont:birthMunicipalityName,ont:ibgeMunicipalityCode,ont:foreignBirthMunicipalityName,ont:registrySequence,ont:registrationDate,ont:hasRegistrationResponsible,ont:registrationNumber,ont:registrationAdditionalInformation,ont:academicDocumentationRequestId,ont:registryPage,ont:registryBook,ont:diplomaExpeditionDate,ont:degreeConferralDate,ont:diplomaProcessNumber,ont:hasRegistrationSigner,ont:responsibleName,ont:responsibleCpf,ont:responsibleInternalId,ont:issuanceResponsibilitySignerCpf,ont:issuanceResponsibilitySignerDesignationAct,ont:issuanceResponsibilitySignerName,ont:issuanceResponsibilitySignerRole,ont:emecRegistrationDate,ont:emecProcessType,ont:emecProcessNumber,ont:emecProtocolDate,dcterms:description,dcterms:created,dcterms:title,owl:imports,rdfs:comment,dcterms:source
entity,rec:cursoLote231,iri,13,ont:Curso,Curso 233,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote231,rec:cursoLote231,,ont:Curso,Curso 233,Curso 233,,,,,,,,,,,,,ont:Tecnologo,rec:enderecoCursoLote12,2027-12-04,urn:fake:curso:233,Tecnologia em Arquivologia Aplicada,ont:Tecnologia,rec:habilitacaoLote231,CURSO-FAKE-0233,3000,organizacao do conhecimento,ont:Semipresencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote232,iri,12,ont:CursoNSF,Curso 234,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote232,rec:cursoLote232,,ont:CursoNSF,Curso 234,Curso 234,,,,,,,,,,,,,ont:Bacharel,rec:enderecoCursoLote04,2027-12-07,urn:fake:curso:234,Bacharelado em Biblioteconomia Analitica,ont:Bacharelado,,,3200,preservacao e acesso,ont:Presencial,rec:tramitacaoEmecLote232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote233,iri,12,ont:Curso,Curso 235,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote233,rec:cursoLote233,,ont:Curso,Curso 235,Curso 235,,,,,,,,,,,,,ont:Licenciado,rec:enderecoCursoLote04,2027-12-10,urn:fake:curso:235,Licenciatura em Gestao da Informacao,ont:Licenciatura,,CURSO-FAKE-0235,3400,governanca de dados,ont:Ead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote234,iri,14,ont:Curso,Curso 236,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote234,rec:cursoLote234,,ont:Curso,Curso 236,Curso 236,,,,,,,,,,,,,ont:Tecnologo,rec:enderecoCursoLote06,2027-12-13,urn:fake:curso:236,Tecnologia em Humanidades Digitais,ont:Tecnologia,rec:habilitacaoLote234,,2400,tratamento documental,ont:Semipresencial,rec:tramitacaoEmecLote234,Especialista em Humanidades Digitais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote235,iri,12,ont:Curso,Curso 237,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote235,rec:cursoLote235,,ont:Curso,Curso 237,Curso 237,,,,,,,,,,,,,ont:Bacharel,rec:enderecoCursoCaso1,2027-12-16,urn:fake:curso:237,Bacharelado em Documentacao Tecnica,ont:Bacharelado,,CURSO-FAKE-0237,2600,interoperabilidade semantica,ont:Presencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote236,iri,12,ont:CursoNSF,Curso 238,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote236,rec:cursoLote236,,ont:CursoNSF,Curso 238,Curso 238,,,,,,,,,,,,,ont:Licenciado,rec:enderecoCursoLote08,2027-12-19,urn:fake:curso:238,Licenciatura em Governanca Informacional,ont:Licenciatura,,,2800,curadoria digital,ont:Ead,rec:tramitacaoEmecLote236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote237,iri,13,ont:Curso,Curso 239,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote237,rec:cursoLote237,,ont:Curso,Curso 239,Curso 239,,,,,,,,,,,,,ont:Tecnologo,rec:enderecoCursoLote05,2027-12-22,urn:fake:curso:239,Tecnologia em Interoperabilidade Semantica,ont:Tecnologia,rec:habilitacaoLote237,CURSO-FAKE-0239,3000,organizacao do conhecimento,ont:Semipresencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote238,iri,12,ont:Curso,Curso 240,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote238,rec:cursoLote238,,ont:Curso,Curso 240,Curso 240,,,,,,,,,,,,,ont:Bacharel,rec:enderecoCursoLote10,2027-12-25,urn:fake:curso:240,Bacharelado em Preservacao Digital,ont:Bacharelado,,CURSO-FAKE-0240,3200,preservacao e acesso,ont:Presencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote239,iri,12,ont:Curso,Curso 241,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote239,rec:cursoLote239,,ont:Curso,Curso 241,Curso 241,,,,,,,,,,,,,ont:Licenciado,rec:enderecoCursoLote10,2027-12-28,urn:fake:curso:241,Licenciatura em Analise Territorial de Dados,ont:Licenciatura,,CURSO-FAKE-0241,3400,governanca de dados,ont:Ead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote240,iri,14,ont:CursoNSF,Curso 242,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote240,rec:cursoLote240,,ont:CursoNSF,Curso 242,Curso 242,,,,,,,,,,,,,ont:Tecnologo,rec:enderecoCursoLote12,2027-12-31,urn:fake:curso:242,Tecnologia em Memoria Institucional,ont:Tecnologia,rec:habilitacaoLote240,,2400,tratamento documental,ont:Semipresencial,rec:tramitacaoEmecLote240,Especialista em Memoria Institucional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote241,iri,12,ont:Curso,Curso 243,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote241,rec:cursoLote241,,ont:Curso,Curso 243,Curso 243,,,,,,,,,,,,,ont:Bacharel,rec:enderecoCursoLote01,2028-01-03,urn:fake:curso:243,Bacharelado em Ciencia de Dados Publicos,ont:Bacharelado,,CURSO-FAKE-0243,2600,interoperabilidade semantica,ont:Presencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote242,iri,12,ont:Curso,Curso 244,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote242,rec:cursoLote242,,ont:Curso,Curso 244,Curso 244,,,,,,,,,,,,,ont:Licenciado,rec:enderecoCursoLote02,2028-01-06,urn:fake:curso:244,Licenciatura em Curadoria Digital,ont:Licenciatura,,CURSO-FAKE-0244,2800,curadoria digital,ont:Ead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote243,iri,13,ont:Curso,Curso 245,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote243,rec:cursoLote243,,ont:Curso,Curso 245,Curso 245,,,,,,,,,,,,,ont:Tecnologo,rec:enderecoCursoLote04,2028-01-09,urn:fake:curso:245,Tecnologia em Arquivologia Aplicada,ont:Tecnologia,rec:habilitacaoLote243,CURSO-FAKE-0245,3000,organizacao do conhecimento,ont:Semipresencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote244,iri,12,ont:CursoNSF,Curso 246,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote244,rec:cursoLote244,,ont:CursoNSF,Curso 246,Curso 246,,,,,,,,,,,,,ont:Bacharel,rec:enderecoCursoLote04,2028-01-12,urn:fake:curso:246,Bacharelado em Biblioteconomia Analitica,ont:Bacharelado,,,3200,preservacao e acesso,ont:Presencial,rec:tramitacaoEmecLote244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote245,iri,12,ont:Curso,Curso 247,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote245,rec:cursoLote245,,ont:Curso,Curso 247,Curso 247,,,,,,,,,,,,,ont:Licenciado,rec:enderecoCursoLote02,2028-01-15,urn:fake:curso:247,Licenciatura em Gestao da Informacao,ont:Licenciatura,,CURSO-FAKE-0247,3400,governanca de dados,ont:Ead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote246,iri,14,ont:Curso,Curso 248,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote246,rec:cursoLote246,,ont:Curso,Curso 248,Curso 248,,,,,,,,,,,,,ont:Tecnologo,rec:enderecoCursoLote06,2028-01-18,urn:fake:curso:248,Tecnologia em Humanidades Digitais,ont:Tecnologia,rec:habilitacaoLote246,,2400,tratamento documental,ont:Semipresencial,rec:tramitacaoEmecLote246,Especialista em Humanidades Digitais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote247,iri,12,ont:Curso,Curso 249,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote247,rec:cursoLote247,,ont:Curso,Curso 249,Curso 249,,,,,,,,,,,,,ont:Bacharel,rec:enderecoCursoLote12,2028-01-21,urn:fake:curso:249,Bacharelado em Documentacao Tecnica,ont:Bacharelado,,CURSO-FAKE-0249,2600,interoperabilidade semantica,ont:Presencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote248,iri,12,ont:CursoNSF,Curso 250,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote248,rec:cursoLote248,,ont:CursoNSF,Curso 250,Curso 250,,,,,,,,,,,,,ont:Licenciado,rec:enderecoCursoLote08,2028-01-24,urn:fake:curso:250,Licenciatura em Governanca Informacional,ont:Licenciatura,,,2800,curadoria digital,ont:Ead,rec:tramitacaoEmecLote248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote249,iri,13,ont:Curso,Curso 251,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote249,rec:cursoLote249,,ont:Curso,Curso 251,Curso 251,,,,,,,,,,,,,ont:Tecnologo,rec:enderecoCursoLote01,2028-01-27,urn:fake:curso:251,Tecnologia em Interoperabilidade Semantica,ont:Tecnologia,rec:habilitacaoLote249,CURSO-FAKE-0251,3000,organizacao do conhecimento,ont:Semipresencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:cursoLote250,iri,12,ont:Curso,Curso 252,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#cursoLote250,rec:cursoLote250,,ont:Curso,Curso 252,Curso 252,,,,,,,,,,,,,ont:Bacharel,rec:enderecoCursoLote10,2028-01-30,urn:fake:curso:252,Bacharelado em Preservacao Digital,ont:Bacharelado,,CURSO-FAKE-0252,3200,preservacao e acesso,ont:Presencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaCaso1,iri,18,ont:DiplomaDigital,Diploma 001,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaCaso1,rec:diplomaCaso1,,ont:DiplomaDigital,Diploma 001,Diploma 001,,,,,,,,,,,,,,,,urn:fake:diploma:001,,,,,,,,,,rec:registroCaso1,homologacao,rec:iesEmissoraCaso1,1.05,2027-01-10,rec:plataformaConsultaPublicaFicticia,rec:assinaturaCaso1,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0757,rec:assinanteEmissaoCaso1,rec:documentacaoAcademicaCaso1,rec:historicoCaso1,rec:iesRegistradoraCaso1,rec:diplomadoCaso1,rec:cursoCaso1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaCaso2,iri,18,ont:DiplomaDigital,Diploma 002,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaCaso2,rec:diplomaCaso2,,ont:DiplomaDigital,Diploma 002,Diploma 002,,,,,,,,,,,,,,,,urn:fake:diploma:002,,,,,,,,,,rec:registroCaso2,producao,rec:iesEmissoraCaso2,1.05,2026-12-22,rec:plataformaConsultaPublicaFicticia,rec:assinaturaCaso2,ont:Revogado,CODIGO-VALIDACAO-FICTICIO-0758,rec:assinanteEmissaoCaso2,rec:documentacaoAcademicaCaso2,rec:historicoCaso2,rec:iesRegistradoraCaso2,rec:diplomadoCaso2,rec:cursoCaso2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote001,iri,18,ont:DiplomaDigital,Diploma 003,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote001,rec:diplomaLote001,,ont:DiplomaDigital,Diploma 003,Diploma 003,,,,,,,,,,,,,,,,urn:fake:diploma:003,,,,,,,,,,rec:registroLote001,homologacao,rec:iesEmissoraLote01,1.05,2026-02-14,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote001,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0759,rec:assinanteEmissaoLote001,rec:documentacaoAcademicaLote001,rec:historicoLote001,rec:iesRegistradoraLote01,rec:diplomadoLote001,rec:cursoLote001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote002,iri,18,ont:DiplomaDigital,Diploma 004,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote002,rec:diplomaLote002,,ont:DiplomaDigital,Diploma 004,Diploma 004,,,,,,,,,,,,,,,,urn:fake:diploma:004,,,,,,,,,,rec:registroLote002,producao,rec:iesEmissoraLote02,1.05,2026-02-17,rec:plataformaConsultaPublicaFicticia,rec:assinaturaLote002,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0760,rec:assinanteEmissaoLote002,rec:documentacaoAcademicaLote002,rec:historicoLote002,rec:iesRegistradoraLote02,rec:diplomadoLote002,rec:cursoLote002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote003,iri,18,ont:DiplomaDigital,Diploma 005,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote003,rec:diplomaLote003,,ont:DiplomaDigital,Diploma 005,Diploma 005,,,,,,,,,,,,,,,,urn:fake:diploma:005,,,,,,,,,,rec:registroLote003,homologacao,rec:iesEmissoraLote03,1.05,2026-02-20,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote003,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0761,rec:assinanteEmissaoLote003,rec:documentacaoAcademicaLote003,rec:historicoLote003,rec:iesRegistradoraLote03,rec:diplomadoLote003,rec:cursoLote003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote004,iri,18,ont:DiplomaDigital,Diploma 006,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote004,rec:diplomaLote004,,ont:DiplomaDigital,Diploma 006,Diploma 006,,,,,,,,,,,,,,,,urn:fake:diploma:006,,,,,,,,,,rec:registroLote004,producao,rec:iesEmissoraLote04,1.05,2026-02-23,rec:plataformaConsultaPublicaFicticia,rec:assinaturaLote004,ont:Revogado,CODIGO-VALIDACAO-FICTICIO-0762,rec:assinanteEmissaoLote004,rec:documentacaoAcademicaLote004,rec:historicoLote004,rec:iesRegistradoraLote04,rec:diplomadoLote004,rec:cursoLote004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote005,iri,18,ont:DiplomaDigital,Diploma 007,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote005,rec:diplomaLote005,,ont:DiplomaDigital,Diploma 007,Diploma 007,,,,,,,,,,,,,,,,urn:fake:diploma:007,,,,,,,,,,rec:registroLote005,homologacao,rec:iesEmissoraLote05,1.05,2026-02-26,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote005,ont:Anulado,CODIGO-VALIDACAO-FICTICIO-0763,rec:assinanteEmissaoLote005,rec:documentacaoAcademicaLote005,rec:historicoLote005,rec:iesRegistradoraLote05,rec:diplomadoLote005,rec:cursoLote005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote006,iri,18,ont:DiplomaDigital,Diploma 008,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote006,rec:diplomaLote006,,ont:DiplomaDigital,Diploma 008,Diploma 008,,,,,,,,,,,,,,,,urn:fake:diploma:008,,,,,,,,,,rec:registroLote006,producao,rec:iesEmissoraLote06,1.05,2026-03-01,rec:plataformaConsultaPublicaFicticia,rec:assinaturaLote006,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0764,rec:assinanteEmissaoLote006,rec:documentacaoAcademicaLote006,rec:historicoLote006,rec:iesRegistradoraLote06,rec:diplomadoLote006,rec:cursoLote006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote007,iri,18,ont:DiplomaDigital,Diploma 009,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote007,rec:diplomaLote007,,ont:DiplomaDigital,Diploma 009,Diploma 009,,,,,,,,,,,,,,,,urn:fake:diploma:009,,,,,,,,,,rec:registroLote007,homologacao,rec:iesEmissoraLote07,1.05,2026-03-04,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote007,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0765,rec:assinanteEmissaoLote007,rec:documentacaoAcademicaLote007,rec:historicoLote007,rec:iesRegistradoraLote07,rec:diplomadoLote007,rec:cursoLote007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote008,iri,18,ont:DiplomaDigital,Diploma 010,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote008,rec:diplomaLote008,,ont:DiplomaDigital,Diploma 010,Diploma 010,,,,,,,,,,,,,,,,urn:fake:diploma:010,,,,,,,,,,rec:registroLote008,producao,rec:iesEmissoraLote08,1.05,2026-03-07,rec:plataformaConsultaPublicaFicticia,rec:assinaturaLote008,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0766,rec:assinanteEmissaoLote008,rec:documentacaoAcademicaLote008,rec:historicoLote008,rec:iesRegistradoraLote08,rec:diplomadoLote008,rec:cursoLote008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote009,iri,18,ont:DiplomaDigital,Diploma 011,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote009,rec:diplomaLote009,,ont:DiplomaDigital,Diploma 011,Diploma 011,,,,,,,,,,,,,,,,urn:fake:diploma:011,,,,,,,,,,rec:registroLote009,homologacao,rec:iesEmissoraLote09,1.05,2026-03-10,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote009,ont:Revogado,CODIGO-VALIDACAO-FICTICIO-0767,rec:assinanteEmissaoLote009,rec:documentacaoAcademicaLote009,rec:historicoLote009,rec:iesRegistradoraLote01,rec:diplomadoLote009,rec:cursoLote009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote010,iri,18,ont:DiplomaDigital,Diploma 012,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote010,rec:diplomaLote010,,ont:DiplomaDigital,Diploma 012,Diploma 012,,,,,,,,,,,,,,,,urn:fake:diploma:012,,,,,,,,,,rec:registroLote010,producao,rec:iesEmissoraLote10,1.05,2026-03-13,rec:plataformaConsultaPublicaFicticia,rec:assinaturaLote010,ont:Anulado,CODIGO-VALIDACAO-FICTICIO-0768,rec:assinanteEmissaoLote010,rec:documentacaoAcademicaLote010,rec:historicoLote010,rec:iesRegistradoraLote02,rec:diplomadoLote010,rec:cursoLote010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote011,iri,18,ont:DiplomaDigital,Diploma 013,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote011,rec:diplomaLote011,,ont:DiplomaDigital,Diploma 013,Diploma 013,,,,,,,,,,,,,,,,urn:fake:diploma:013,,,,,,,,,,rec:registroLote011,homologacao,rec:iesEmissoraLote01,1.05,2026-03-16,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote011,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0769,rec:assinanteEmissaoLote011,rec:documentacaoAcademicaLote011,rec:historicoLote011,rec:iesRegistradoraLote03,rec:diplomadoLote011,rec:cursoLote011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote012,iri,18,ont:DiplomaDigital,Diploma 014,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote012,rec:diplomaLote012,,ont:DiplomaDigital,Diploma 014,Diploma 014,,,,,,,,,,,,,,,,urn:fake:diploma:014,,,,,,,,,,rec:registroLote012,producao,rec:iesEmissoraLote02,1.05,2026-03-19,rec:plataformaConsultaPublicaFicticia,rec:assinaturaLote012,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0770,rec:assinanteEmissaoLote012,rec:documentacaoAcademicaLote012,rec:historicoLote012,rec:iesRegistradoraLote04,rec:diplomadoLote012,rec:cursoLote012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote013,iri,18,ont:DiplomaDigital,Diploma 015,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote013,rec:diplomaLote013,,ont:DiplomaDigital,Diploma 015,Diploma 015,,,,,,,,,,,,,,,,urn:fake:diploma:015,,,,,,,,,,rec:registroLote013,homologacao,rec:iesEmissoraLote03,1.05,2026-03-22,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote013,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0771,rec:assinanteEmissaoLote013,rec:documentacaoAcademicaLote013,rec:historicoLote013,rec:iesRegistradoraLote05,rec:diplomadoLote013,rec:cursoLote013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote014,iri,18,ont:DiplomaDigital,Diploma 016,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote014,rec:diplomaLote014,,ont:DiplomaDigital,Diploma 016,Diploma 016,,,,,,,,,,,,,,,,urn:fake:diploma:016,,,,,,,,,,rec:registroLote014,producao,rec:iesEmissoraLote04,1.05,2026-03-25,rec:plataformaConsultaPublicaFicticia,rec:assinaturaLote014,ont:Revogado,CODIGO-VALIDACAO-FICTICIO-0772,rec:assinanteEmissaoLote014,rec:documentacaoAcademicaLote014,rec:historicoLote014,rec:iesRegistradoraLote06,rec:diplomadoLote014,rec:cursoLote014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote015,iri,18,ont:DiplomaDigital,Diploma 017,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote015,rec:diplomaLote015,,ont:DiplomaDigital,Diploma 017,Diploma 017,,,,,,,,,,,,,,,,urn:fake:diploma:017,,,,,,,,,,rec:registroLote015,homologacao,rec:iesEmissoraLote05,1.05,2026-03-28,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote015,ont:Anulado,CODIGO-VALIDACAO-FICTICIO-0773,rec:assinanteEmissaoLote015,rec:documentacaoAcademicaLote015,rec:historicoLote015,rec:iesRegistradoraLote07,rec:diplomadoLote015,rec:cursoLote015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote016,iri,18,ont:DiplomaDigital,Diploma 018,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote016,rec:diplomaLote016,,ont:DiplomaDigital,Diploma 018,Diploma 018,,,,,,,,,,,,,,,,urn:fake:diploma:018,,,,,,,,,,rec:registroLote016,producao,rec:iesEmissoraLote06,1.05,2026-03-31,rec:plataformaConsultaPublicaFicticia,rec:assinaturaLote016,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0774,rec:assinanteEmissaoLote016,rec:documentacaoAcademicaLote016,rec:historicoLote016,rec:iesRegistradoraLote08,rec:diplomadoLote016,rec:cursoLote016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:diplomaLote017,iri,18,ont:DiplomaDigital,Diploma 019,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#diplomaLote017,rec:diplomaLote017,,ont:DiplomaDigital,Diploma 019,Diploma 019,,,,,,,,,,,,,,,,urn:fake:diploma:019,,,,,,,,,,rec:registroLote017,homologacao,rec:iesEmissoraLote07,1.05,2026-04-03,rec:plataformaGovBrAcademicoFicticio,rec:assinaturaLote017,ont:Ativo,CODIGO-VALIDACAO-FICTICIO-0775,rec:assinanteEmissaoLote017,rec:documentacaoAcademicaLote017,rec:historicoLote017,rec:iesRegistradoraLote01,rec:diplomadoLote017,rec:cursoLote017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
